imu_now,imu_mean,imu_std,imu_max,imu_min,imu_range,imu_max_diff,imu_mean_diff,imu_rate,label
1.0137,1.0152,0.0084,1.0326,1.0011,0.0315,0.019,0.0094,-0.019,braking
0.996,1.0344,0.4157,2.0989,0.2706,1.8283,1.8283,0.4139,0.7253,pothole
1.0022,1.3964,0.2435,1.7063,1.0022,0.704,0.2485,0.1535,-0.2485,speed_hump
1.0076,0.9999,0.0097,1.017,0.99,0.027,0.0239,0.0106,0.0142,normal
0.9995,1.0014,0.0097,1.0186,0.9814,0.0372,0.0217,0.0094,-0.0037,normal
1.0061,1.6502,0.3993,2.1435,1.0061,1.1374,0.4214,0.251,-0.3782,speed_hump
1.0051,1.0006,0.0095,1.0117,0.9813,0.0304,0.0285,0.0107,-0.0047,normal
1.0008,1.6575,0.4105,2.1341,0.9994,1.1346,0.4149,0.252,-0.4149,speed_hump
1.0121,1.5189,0.3256,1.8963,0.9883,0.908,0.3472,0.1991,-0.292,speed_hump
1.0071,1.0121,0.0123,1.0307,0.9932,0.0375,0.0375,0.0138,-0.0052,normal
0.9844,0.9979,0.0144,1.0301,0.9779,0.0522,0.0522,0.0185,-0.0142,normal
1.0322,1.1848,0.82,3.5468,0.2406,3.3062,3.3062,0.7468,0.7916,pothole
0.9891,0.9928,0.0105,1.0068,0.9783,0.0285,0.0266,0.0137,-0.014,normal
1.002,1.0058,0.0118,1.0316,0.9874,0.0442,0.0311,0.0118,-0.0032,normal
0.9908,1.13,0.6005,2.8666,0.4619,2.4047,2.4047,0.5441,0.5289,pothole
1.0072,1.5458,0.3442,1.974,0.9948,0.9792,0.3502,0.2162,-0.3134,speed_hump
0.9926,1.4811,0.3019,1.8364,0.9926,0.8438,0.3283,0.1855,-0.3283,speed_hump
1.0088,1.0049,0.0073,1.0193,0.993,0.0263,0.0223,0.0088,0.0029,normal
1.0081,1.6227,0.3898,2.0953,0.9974,1.0979,0.3951,0.2428,-0.3906,speed_hump
1.007,1.008,0.0043,1.0155,1.0017,0.0138,0.0116,0.0063,-0.0053,braking
1.0431,1.3031,0.1744,1.5121,1.0113,0.5008,0.1715,0.1078,-0.1687,speed_hump
1.0079,1.211,0.8789,3.7764,0.3209,3.4555,3.4555,0.7805,0.687,pothole
1.0157,1.0556,0.3971,2.1308,0.4275,1.7033,1.7033,0.3892,0.5881,pothole
0.9763,1.162,0.7197,3.2422,0.3572,2.8851,2.8851,0.6411,0.6192,pothole
1.0214,1.0089,0.0103,1.0221,0.9955,0.0266,0.0266,0.0163,0.0155,braking
1.0021,0.9999,0.0114,1.0223,0.9807,0.0416,0.0197,0.0129,0.0162,normal
1.0101,1.0645,0.3526,2.0598,0.5987,1.461,1.461,0.3323,0.4114,pothole
1.0075,0.997,0.0106,1.0102,0.9836,0.0266,0.0266,0.017,0.0009,normal
0.9994,0.9959,0.0055,1.0058,0.9892,0.0166,0.016,0.0079,0.0039,normal
0.9984,1.0754,0.392,2.1799,0.5525,1.6274,1.6274,0.3713,0.4459,pothole
0.9884,0.9975,0.0145,1.0194,0.9755,0.0439,0.0312,0.0168,-0.031,normal
1.0062,0.9969,0.0079,1.0075,0.9809,0.0266,0.0203,0.0086,0.0047,normal
0.9729,0.9828,0.0136,1.0014,0.9547,0.0467,0.0354,0.0146,0.0031,braking
0.9858,1.1411,0.5887,2.8564,0.5344,2.322,2.322,0.5234,0.4513,pothole
1.0201,1.0929,0.5403,2.5694,0.2644,2.305,2.305,0.5241,0.7557,pothole
1.0113,0.9978,0.0142,1.0229,0.9757,0.0472,0.0383,0.0206,0.009,normal
1.001,0.998,0.0099,1.0114,0.9827,0.0287,0.0287,0.0097,0.0165,normal
1.0014,1.24,0.1589,1.4596,1.0014,0.4582,0.144,0.101,-0.1015,speed_hump
0.9993,0.9974,0.013,1.0251,0.9832,0.0419,0.0419,0.0165,-0.0004,normal
1.008,1.1267,0.5342,2.6738,0.5395,2.1343,2.1343,0.48,0.4686,pothole
0.9846,0.9843,0.0095,1.0008,0.9681,0.0327,0.0166,0.0067,0.0166,braking
1.0394,1.0143,0.0146,1.0394,0.9944,0.045,0.0183,0.0082,0.004,braking
0.9582,0.9715,0.015,1.0021,0.9552,0.0469,0.022,0.0083,0.0005,braking
0.997,1.0011,0.0106,1.0252,0.985,0.0402,0.0282,0.0131,-0.0282,normal
1.0113,1.0085,0.0079,1.0243,0.9983,0.0261,0.0261,0.0108,-0.0008,braking
0.9923,1.52,0.3268,1.8932,0.9923,0.9009,0.3294,0.1992,-0.3207,speed_hump
0.9767,1.2778,0.1856,1.5345,0.9767,0.5578,0.1956,0.1217,-0.1956,speed_hump
1.0202,1.0068,0.0087,1.0202,0.9882,0.0319,0.0206,0.0094,0.0113,normal
1.0191,1.1535,0.7154,3.2059,0.3031,2.9028,2.9028,0.6605,0.716,pothole
1.0048,1.0845,0.4381,2.3314,0.5361,1.7953,1.7953,0.4155,0.4687,pothole
0.9959,1.5963,0.3824,2.047,0.9809,1.0661,0.3659,0.2352,-0.3657,speed_hump
1.0198,1.0079,0.0095,1.0254,0.9886,0.0369,0.0369,0.011,0.0129,braking
0.9735,0.9877,0.0082,0.9967,0.9707,0.026,0.0238,0.0093,-0.016,braking
1.0087,0.9998,0.0098,1.0154,0.982,0.0333,0.0333,0.0139,0.0166,normal
1.0044,0.9999,0.0115,1.0206,0.9786,0.0419,0.0218,0.0143,0.0141,normal
1.0121,1.0018,0.0111,1.016,0.9797,0.0363,0.0324,0.015,0.0324,normal
0.9853,1.0456,0.4284,2.1514,0.2725,1.8789,1.8789,0.4221,0.7128,pothole
0.9715,0.9814,0.012,0.9986,0.9645,0.0341,0.0264,0.0087,0.007,braking
0.9868,0.9869,0.0096,1.002,0.9694,0.0326,0.0151,0.0088,0.0109,braking
0.9662,0.9813,0.0119,0.9999,0.9662,0.0337,0.0216,0.0077,-0.0079,braking
0.9775,1.145,0.7065,3.1597,0.2675,2.8923,2.8923,0.645,0.71,pothole
1.0119,0.9989,0.0119,1.0119,0.9737,0.0382,0.0252,0.0112,0.0051,normal
0.9966,1.2751,0.1733,1.4762,0.9966,0.4796,0.1759,0.1061,-0.1611,speed_hump
0.9976,1.2322,0.8572,3.7731,0.5557,3.2173,3.2173,0.7226,0.4419,pothole
1.0031,0.9988,0.007,1.0082,0.9823,0.0259,0.0208,0.0075,0.0208,normal
1.0056,0.9972,0.0086,1.0082,0.9862,0.0219,0.0219,0.0113,-0.0024,normal
0.9893,1.1654,0.6942,3.184,0.4324,2.7516,2.7516,0.6152,0.5568,pothole
0.9852,1.6043,0.3923,2.0863,0.9795,1.1068,0.3985,0.2453,-0.3985,speed_hump
0.9822,1.6424,0.4071,2.1328,0.9822,1.1506,0.4254,0.254,-0.4254,speed_hump
1.002,1.1529,0.6716,3.1084,0.4535,2.6549,2.6549,0.595,0.5485,pothole
1.0212,1.0142,0.0183,1.0422,0.9906,0.0515,0.019,0.0088,-0.019,braking
0.9913,1.0004,0.0124,1.0281,0.9864,0.0417,0.0384,0.0187,-0.0151,normal
1.0019,1.1227,0.5266,2.6559,0.5754,2.0804,2.0804,0.4698,0.4265,pothole
1.0152,0.9993,0.0141,1.0207,0.9789,0.0419,0.0335,0.0165,0.0335,normal
1.0118,1.2294,0.8693,3.7985,0.4995,3.2989,3.2989,0.7477,0.5122,pothole
1.0028,1.0018,0.0106,1.025,0.9879,0.0371,0.0371,0.0143,0.0069,normal
0.9963,1.0014,0.0057,1.0073,0.9871,0.0201,0.0192,0.0062,-0.0083,normal
1.0055,0.9987,0.0091,1.0135,0.9791,0.0344,0.0344,0.0122,0.0041,normal
1.013,1.196,0.7275,3.3435,0.5721,2.7714,2.7714,0.6322,0.4409,pothole
0.9878,1.1358,0.6973,3.1125,0.2366,2.8759,2.8759,0.645,0.7512,pothole
0.984,0.9865,0.0096,0.9982,0.9697,0.0285,0.0219,0.0054,0.0037,braking
0.9896,0.9879,0.0054,0.9951,0.9777,0.0173,0.0173,0.007,-0.0055,braking
0.9754,0.9955,0.0123,1.0122,0.9754,0.0368,0.0309,0.0143,-0.0068,normal
1.0092,1.1251,0.656,2.982,0.2719,2.7101,2.7101,0.6137,0.7373,pothole
0.9914,1.2815,0.1744,1.4906,0.9914,0.4993,0.1683,0.1068,-0.1683,speed_hump
0.9798,0.9974,0.0124,1.0148,0.9798,0.035,0.0181,0.0075,-0.0021,braking
0.9612,1.3449,0.226,1.6203,0.9612,0.6591,0.2442,0.1426,-0.2442,speed_hump
0.9774,1.4071,0.2666,1.7202,0.9774,0.7429,0.2417,0.1617,-0.2417,speed_hump
0.9633,0.9799,0.0098,0.9927,0.9633,0.0294,0.0229,0.0086,-0.0065,braking
0.9951,0.9984,0.01,1.0158,0.9771,0.0387,0.0387,0.0144,-0.0058,normal
0.9915,1.4268,0.2712,1.7754,0.9915,0.784,0.2659,0.1709,-0.2659,speed_hump
0.9948,1.1729,0.7272,3.3028,0.4679,2.8349,2.8349,0.6417,0.5269,pothole
1.0071,1.0027,0.0143,1.0301,0.9835,0.0465,0.0355,0.0191,0.0143,normal
1.0002,1.6076,0.3882,2.0586,0.9827,1.0759,0.4057,0.2371,-0.3397,speed_hump
0.9872,1.0269,0.4163,2.0549,0.2083,1.8466,1.8466,0.415,0.7789,pothole
1.0096,1.0001,0.0099,1.0124,0.9848,0.0276,0.0233,0.0116,-0.0028,normal
0.9995,1.0027,0.0104,1.0164,0.9874,0.029,0.0252,0.0111,-0.0098,normal
1.0168,1.1034,0.5991,2.7737,0.2593,2.5145,2.5145,0.5711,0.7575,pothole
1.0041,0.9922,0.0158,1.0148,0.954,0.0609,0.0609,0.0169,0.0171,normal
1.012,1.0035,0.0073,1.0139,0.9889,0.0251,0.0251,0.0093,0.0097,normal
1.0134,1.5364,0.3353,1.9244,0.9943,0.9301,0.3487,0.2046,-0.2908,speed_hump
1.0649,1.0376,0.0156,1.0649,1.0124,0.0525,0.0196,0.0088,0.0051,braking
0.9831,0.9922,0.0084,1.0062,0.9779,0.0283,0.0149,0.0085,-0.0095,normal
1.0032,1.6203,0.3899,2.0896,0.9889,1.1006,0.3924,0.243,-0.3892,speed_hump
0.9789,1.0003,0.0135,1.0201,0.9789,0.0412,0.0309,0.0142,-0.009,normal
1.01,0.9991,0.0105,1.0218,0.9859,0.036,0.036,0.015,0.0168,normal
0.9783,1.1737,0.8057,3.5012,0.2684,3.2328,3.2328,0.7281,0.7099,pothole
1.0086,1.1767,0.7237,3.2945,0.4674,2.8271,2.8271,0.6428,0.5412,pothole
1.0363,1.0211,0.009,1.0363,1.0095,0.0268,0.0126,0.0071,0.0111,braking
1.005,1.0882,0.436,2.3199,0.5148,1.805,1.805,0.4122,0.4901,pothole
0.9625,0.9806,0.0116,0.9925,0.9625,0.03,0.028,0.0111,-0.0004,braking
0.9841,1.0002,0.0158,1.0354,0.9838,0.0516,0.0453,0.0144,0.0003,normal
0.9966,1.005,0.0127,1.0276,0.9937,0.0339,0.0319,0.0132,0.0017,normal
1.0216,1.0028,0.0145,1.0216,0.9815,0.0401,0.0376,0.0178,0.0155,normal
0.9959,0.9917,0.0113,1.009,0.9671,0.042,0.0378,0.0168,0.0089,normal
0.9994,1.0018,0.0056,1.0135,0.9953,0.0182,0.0141,0.0099,-0.0141,normal
1.0041,1.0018,0.0126,1.0232,0.9804,0.0429,0.0429,0.0187,0.017,normal
1.0163,1.0004,0.0123,1.0217,0.981,0.0407,0.036,0.015,0.0209,normal
0.9965,1.0014,0.0071,1.0192,0.9948,0.0244,0.0223,0.0073,-0.0103,normal
0.9926,0.9986,0.0067,1.0086,0.9833,0.0253,0.0176,0.0072,0.0092,braking
0.9993,0.9985,0.0101,1.0121,0.982,0.0301,0.0223,0.0112,-0.0121,normal
0.9722,0.9854,0.0087,0.9991,0.9722,0.0268,0.0152,0.0072,-0.0152,braking
1.012,1.0047,0.0075,1.0133,0.9889,0.0244,0.0241,0.0098,-0.0011,braking
0.9841,1.3897,0.2455,1.6728,0.9841,0.6887,0.2625,0.1493,-0.2625,speed_hump
0.9982,1.0012,0.0105,1.0269,0.9881,0.0388,0.0388,0.0141,-0.0076,normal
1.0023,1.0309,0.4296,2.1055,0.2046,1.9009,1.9009,0.4316,0.7977,pothole
1.0048,1.0023,0.0104,1.015,0.979,0.0361,0.022,0.0116,-0.0093,normal
0.9727,0.9746,0.0081,0.9897,0.9611,0.0286,0.0198,0.0084,0.0057,braking
1.0338,1.0158,0.0103,1.0338,0.9971,0.0367,0.0194,0.008,0.0184,braking
0.9874,0.9997,0.007,1.0111,0.9874,0.0237,0.0237,0.0065,-0.0237,normal
0.9758,1.1276,0.5807,2.815,0.5112,2.3038,2.3038,0.5191,0.4646,pothole
0.9844,1.5783,0.3652,2.0051,0.9844,1.0207,0.3836,0.2256,-0.3836,speed_hump
0.9972,1.0051,0.0118,1.0379,0.9955,0.0424,0.0424,0.011,-0.0078,normal
1.0095,1.0714,0.384,2.1511,0.554,1.5971,1.5971,0.3709,0.4555,pothole
0.9821,1.1155,0.5147,2.6148,0.5837,2.0311,2.0311,0.461,0.3984,pothole
0.9845,1.3176,0.208,1.5682,0.9845,0.5837,0.2192,0.1279,-0.2192,speed_hump
1.0011,1.1421,0.6091,2.8975,0.4434,2.4541,2.4541,0.5521,0.5577,pothole
0.9661,0.9871,0.0138,1.0137,0.9661,0.0476,0.0163,0.0072,-0.0014,braking
1.0049,1.1936,0.7091,3.2894,0.5992,2.6902,2.6902,0.6029,0.4058,pothole
1.0095,0.998,0.0126,1.0206,0.9734,0.0472,0.0268,0.0176,0.0185,normal
0.9797,1.0633,0.4404,2.2829,0.4236,1.8593,1.8593,0.42,0.556,pothole
0.9708,0.9848,0.0076,0.999,0.9708,0.0282,0.0208,0.0093,-0.0114,braking
1.0094,1.2347,0.8572,3.7788,0.5808,3.198,3.198,0.7244,0.4285,pothole
1.0075,1.0049,0.0067,1.0155,0.993,0.0225,0.0204,0.0094,0.0004,braking
1.0005,1.0018,0.0103,1.0228,0.9839,0.0388,0.0242,0.0138,-0.0126,normal
0.9797,1.2924,0.1869,1.5195,0.9797,0.5398,0.1957,0.1133,-0.1957,speed_hump
1.0257,1.0001,0.0125,1.0257,0.9851,0.0407,0.0358,0.0159,0.0358,normal
1.0362,1.0166,0.0103,1.0362,1.0023,0.0339,0.0144,0.008,0.0062,braking
0.9978,0.9956,0.0113,1.0114,0.9773,0.034,0.0228,0.012,-0.0136,braking
0.9949,1.0975,0.5053,2.5437,0.4856,2.0581,2.0581,0.4609,0.5093,pothole
0.9948,1.0019,0.0129,1.0239,0.9821,0.0419,0.0324,0.0115,-0.0032,normal
1.0043,0.9964,0.0105,1.0116,0.9701,0.0415,0.0276,0.0144,0.0134,normal
0.9929,1.0002,0.0123,1.0263,0.9819,0.0444,0.0171,0.0095,-0.0003,normal
0.9878,1.46,0.2992,1.8211,0.9644,0.8567,0.314,0.1878,-0.314,speed_hump
0.9838,0.9958,0.0101,1.0103,0.9758,0.0345,0.026,0.0112,-0.0117,normal
1.0036,1.0015,0.011,1.0218,0.9848,0.037,0.037,0.0177,0.0049,normal
1.0096,1.0,0.0148,1.026,0.9778,0.0483,0.0431,0.0162,-0.0096,normal
1.0188,1.2389,0.1453,1.4048,1.0103,0.3945,0.1596,0.0867,-0.1243,speed_hump
1.0107,0.9956,0.0144,1.0228,0.9784,0.0445,0.0297,0.0141,0.0297,normal
0.991,1.1991,0.7673,3.4635,0.5379,2.9256,2.9256,0.6587,0.4531,pothole
1.0003,1.0015,0.0093,1.018,0.9861,0.0319,0.0319,0.0113,0.003,normal
0.9983,1.3557,0.227,1.6218,0.9983,0.6235,0.2024,0.1364,-0.1973,speed_hump
1.0039,0.9971,0.01,1.0153,0.9806,0.0347,0.027,0.0156,0.0137,normal
1.0028,1.3703,0.2355,1.6632,0.9924,0.6708,0.2283,0.1479,-0.2235,speed_hump
0.9965,0.9943,0.0076,1.0041,0.9801,0.024,0.0195,0.0098,-0.0039,braking
0.972,1.0605,0.4214,2.1988,0.3886,1.8101,1.8101,0.4087,0.5833,pothole
1.0032,0.9996,0.0109,1.0155,0.9821,0.0334,0.0334,0.018,0.009,normal
1.0252,1.0037,0.0122,1.0252,0.9875,0.0376,0.0221,0.0111,0.018,braking
0.9845,1.6403,0.4072,2.11,0.9845,1.1255,0.4087,0.2485,-0.4087,speed_hump
0.995,0.9988,0.0122,1.0246,0.9838,0.0408,0.0332,0.0167,0.0112,normal
1.0214,1.0606,0.3819,2.1017,0.4711,1.6307,1.6307,0.3761,0.5503,pothole
0.9906,1.074,0.3929,2.1855,0.5618,1.6237,1.6237,0.3659,0.4288,pothole
0.9972,0.9969,0.008,1.0103,0.9878,0.0225,0.0198,0.0113,-0.0131,normal
1.0265,1.0156,0.0128,1.0331,0.9959,0.0372,0.0286,0.0121,0.0053,braking
1.0131,1.0048,0.0117,1.0226,0.9881,0.0345,0.0253,0.0108,0.0125,normal
1.0287,1.0054,0.0115,1.0287,0.9856,0.0431,0.0264,0.0125,0.0264,normal
1.0254,1.0151,0.0106,1.0273,0.9994,0.0279,0.0187,0.0067,-0.0019,braking
0.9978,0.9991,0.0095,1.0167,0.9843,0.0324,0.0159,0.0078,0.0051,normal
1.0016,0.9945,0.0131,1.0234,0.9785,0.045,0.0319,0.0108,-0.0032,normal
0.9837,1.0756,0.5237,2.5023,0.2645,2.2378,2.2378,0.51,0.7192,pothole
0.9958,1.0669,0.5109,2.4409,0.2401,2.2008,2.2008,0.4987,0.7558,pothole
0.9913,0.9974,0.0131,1.0217,0.9798,0.0419,0.0419,0.0165,-0.0148,normal
1.016,0.9982,0.0132,1.0205,0.9819,0.0386,0.0321,0.0157,0.0321,normal
0.9746,1.6734,0.432,2.1966,0.9746,1.222,0.4424,0.269,-0.4424,speed_hump
0.997,1.0002,0.01,1.0195,0.9886,0.0309,0.0243,0.012,-0.0069,normal
0.9966,1.0063,0.0148,1.029,0.9734,0.0556,0.0556,0.0224,-0.0214,normal
1.0152,1.3864,0.2449,1.6885,0.9961,0.6924,0.2316,0.1517,-0.2228,speed_hump
0.9956,1.0007,0.007,1.0141,0.9919,0.0221,0.0144,0.0076,-0.011,normal
0.9986,1.0052,0.0151,1.0359,0.9788,0.0571,0.0571,0.0171,0.0077,normal
0.99,1.4549,0.2935,1.8295,0.99,0.8395,0.2904,0.1856,-0.2904,speed_hump
0.9995,1.0742,0.4978,2.433,0.3096,2.1234,2.1234,0.4934,0.6899,pothole
0.9901,1.1434,0.6115,2.9314,0.5373,2.3941,2.3941,0.5419,0.4527,pothole
0.982,0.9998,0.0115,1.0143,0.9818,0.0326,0.0326,0.012,-0.0032,normal
1.0227,1.1808,0.6832,3.1907,0.5595,2.6311,2.6311,0.5936,0.4632,pothole
0.9957,0.9938,0.0125,1.013,0.9674,0.0455,0.044,0.0172,-0.0007,normal
0.9799,1.0827,0.5156,2.5085,0.3294,2.1791,2.1791,0.4925,0.6505,pothole
1.0106,1.1705,0.657,3.1071,0.5916,2.5154,2.5154,0.5688,0.4189,pothole
1.0135,1.1512,0.733,3.243,0.2456,2.9974,2.9974,0.6788,0.7679,pothole
0.998,1.1838,0.7725,3.4446,0.4262,3.0184,3.0184,0.6837,0.5717,pothole
0.9732,0.9984,0.0139,1.0177,0.9732,0.0445,0.0176,0.0098,-0.0131,braking
0.9906,1.1348,0.6291,2.9482,0.4149,2.5334,2.5334,0.5791,0.5757,pothole
1.0073,1.0048,0.0125,1.0251,0.9819,0.0433,0.0433,0.017,-0.0108,normal
1.0106,1.2734,0.1592,1.4646,1.0106,0.454,0.1635,0.0993,-0.1635,speed_hump
1.0197,1.2568,0.1597,1.4658,1.0172,0.4486,0.1543,0.0994,-0.1237,speed_hump
0.979,1.3809,0.2499,1.6721,0.971,0.7011,0.2618,0.1549,-0.2618,speed_hump
1.0137,1.0022,0.0063,1.0137,0.9898,0.0239,0.0119,0.0073,0.0086,braking
0.9969,1.1591,0.6928,3.1823,0.4615,2.7208,2.7208,0.6095,0.5354,pothole
1.0,1.1263,0.6694,3.0128,0.2333,2.7795,2.7795,0.627,0.7666,pothole
0.9881,0.9949,0.0063,1.0056,0.9859,0.0197,0.0141,0.0058,-0.0141,normal
0.9738,1.4361,0.2755,1.7773,0.9738,0.8035,0.2772,0.1727,-0.2764,speed_hump
1.0286,1.4483,0.2813,1.79,0.9896,0.8004,0.286,0.1735,-0.2263,speed_hump
1.0213,1.008,0.0151,1.0244,0.9853,0.0391,0.0225,0.0066,0.0063,braking
0.982,1.0532,0.3588,2.033,0.5023,1.5308,1.5308,0.3441,0.4798,pothole
0.9884,1.1189,0.6625,2.987,0.2372,2.7498,2.7498,0.618,0.7513,pothole
0.989,1.3301,0.2121,1.5908,0.989,0.6018,0.2087,0.1322,-0.2061,speed_hump
0.9716,0.9865,0.0124,1.0076,0.9716,0.036,0.012,0.0047,-0.0003,braking
0.9794,0.9827,0.0103,0.995,0.9641,0.0309,0.0252,0.0111,0.0123,braking
1.0199,1.0018,0.0118,1.0216,0.9869,0.0347,0.0322,0.0155,0.0287,normal
1.045,1.024,0.0106,1.045,1.0066,0.0384,0.0168,0.0103,0.0146,braking
1.0081,1.1782,0.8141,3.5277,0.2557,3.272,3.272,0.7416,0.7524,pothole
0.9639,1.6591,0.4269,2.1903,0.9639,1.2264,0.4163,0.2689,-0.4163,speed_hump
0.9856,0.9978,0.0071,1.0061,0.9856,0.0204,0.0142,0.0061,-0.0082,normal
0.973,0.9794,0.0114,0.9943,0.9584,0.0359,0.0146,0.0075,0.0146,braking
1.0155,1.0049,0.0104,1.0162,0.9847,0.0315,0.0221,0.0133,-0.0007,normal
0.995,1.5748,0.3674,2.0331,0.9924,1.0407,0.3525,0.231,-0.3475,speed_hump
0.981,0.9891,0.0087,1.0045,0.9768,0.0276,0.0229,0.0084,0.0042,braking
0.9976,1.0031,0.0086,1.0185,0.9903,0.0282,0.0211,0.0101,0.0005,normal
1.0176,1.4767,0.2957,1.8135,1.0137,0.7998,0.2729,0.1773,-0.261,speed_hump
0.9723,0.9759,0.0134,0.9977,0.9537,0.0441,0.0316,0.013,0.015,braking
0.997,1.0054,0.0104,1.0192,0.9906,0.0286,0.0217,0.0108,-0.0121,normal
0.9848,1.646,0.4138,2.1181,0.9848,1.1333,0.4138,0.2502,-0.3813,speed_hump
1.0133,1.2618,0.1681,1.4785,0.9822,0.4963,0.172,0.1068,-0.1464,speed_hump
1.021,0.9993,0.0096,1.021,0.9832,0.0378,0.0378,0.0089,0.0378,normal
0.991,1.226,0.8307,3.6837,0.545,3.1387,3.1387,0.7052,0.446,pothole
1.0046,1.0061,0.0101,1.0222,0.9861,0.0361,0.0241,0.0098,0.0034,normal
1.0421,1.4143,0.2531,1.7257,1.0092,0.7165,0.2634,0.1556,-0.1794,speed_hump
0.9962,1.0022,0.0094,1.0174,0.9875,0.0299,0.0212,0.0096,-0.0212,normal
1.0165,1.4908,0.3161,1.864,0.968,0.896,0.3278,0.1937,-0.2676,speed_hump
1.0012,0.9995,0.0171,1.032,0.9789,0.0531,0.0316,0.0187,-0.0308,normal
0.9902,1.0072,0.0079,1.0166,0.9902,0.0264,0.0243,0.0082,-0.0243,normal
0.9917,0.9942,0.0132,1.0115,0.9659,0.0455,0.0273,0.0134,-0.008,normal
1.0023,1.0006,0.0093,1.0146,0.9867,0.0279,0.0233,0.0139,-0.0118,normal
1.0131,1.5734,0.36,1.9933,1.009,0.9842,0.3341,0.2183,-0.3273,speed_hump
1.0035,1.0563,0.3584,2.039,0.514,1.525,1.525,0.3462,0.4895,pothole
0.9561,0.9768,0.0112,0.9918,0.9561,0.0357,0.0154,0.0061,-0.0154,braking
1.0198,1.0045,0.0104,1.0198,0.9911,0.0287,0.0102,0.0038,0.0048,braking
0.9978,1.4421,0.2802,1.7728,0.9978,0.775,0.2784,0.171,-0.2784,speed_hump
0.9963,1.0006,0.0133,1.0246,0.9765,0.0481,0.0329,0.0166,0.0197,normal
1.0119,1.0708,0.5226,2.4731,0.2181,2.255,2.255,0.5058,0.7938,pothole
1.0129,1.3837,0.2359,1.6682,1.0086,0.6596,0.2489,0.1461,-0.2144,speed_hump
1.0029,1.429,0.2749,1.7379,0.9883,0.7495,0.2725,0.1649,-0.2651,speed_hump
0.9904,1.3825,0.2534,1.6676,0.9784,0.6892,0.2498,0.1518,-0.2202,speed_hump
0.9959,1.6691,0.4293,2.1648,0.9959,1.1689,0.4204,0.2596,-0.4204,speed_hump
0.9935,0.9925,0.0075,1.0034,0.974,0.0293,0.0195,0.008,0.0195,braking
1.0075,0.9973,0.0111,1.0253,0.9858,0.0395,0.0392,0.0129,0.0125,normal
0.9942,0.9995,0.0112,1.0164,0.9864,0.03,0.0295,0.0152,-0.007,normal
1.0228,1.0119,0.0128,1.0265,0.9862,0.0403,0.0278,0.0155,0.0026,braking
1.0069,1.2813,0.1878,1.5078,0.9763,0.5315,0.2008,0.1147,-0.1408,speed_hump
0.9895,0.9902,0.014,1.009,0.9568,0.0522,0.0406,0.0178,-0.0021,normal
0.9961,1.0022,0.0085,1.015,0.9883,0.0267,0.0188,0.0099,-0.0107,normal
0.9922,0.9944,0.0086,1.0063,0.9797,0.0265,0.0163,0.0091,-0.0141,normal
1.0155,1.0044,0.0081,1.0202,0.9919,0.0283,0.0232,0.0101,0.0078,braking
1.023,1.2741,0.1743,1.4962,1.0057,0.4904,0.2209,0.1071,-0.0921,speed_hump
1.0101,1.3121,0.1994,1.5621,1.0071,0.555,0.2072,0.123,-0.1885,speed_hump
1.0061,1.1505,0.7086,3.1905,0.3299,2.8606,2.8606,0.6414,0.6761,pothole
0.9721,1.5622,0.3603,1.986,0.9721,1.0139,0.3734,0.2215,-0.3734,speed_hump
1.0243,1.0004,0.0122,1.0243,0.9763,0.0481,0.0481,0.0114,0.0481,normal
0.9661,0.9861,0.0127,0.9999,0.966,0.034,0.018,0.0071,0.0002,braking
0.9907,1.0037,0.0103,1.0183,0.984,0.0343,0.031,0.01,-0.0051,normal
1.0157,1.001,0.0114,1.0157,0.9739,0.0418,0.0326,0.0133,0.0107,normal
0.9925,1.1258,0.606,2.8719,0.4295,2.4423,2.4423,0.5512,0.563,pothole
1.001,1.0007,0.0075,1.0138,0.9878,0.026,0.026,0.0097,0.011,normal
1.008,0.9922,0.0113,1.008,0.9697,0.0382,0.032,0.013,0.0103,normal
0.9872,1.5504,0.3471,1.9709,0.9872,0.9837,0.3865,0.2178,-0.3865,speed_hump
1.0267,1.116,0.6262,2.8783,0.2746,2.6037,2.6037,0.5909,0.7521,pothole
0.9975,0.9975,0.011,1.0067,0.9696,0.0371,0.0371,0.0138,-0.0071,normal
1.0109,1.4753,0.2903,1.8368,1.0109,0.826,0.2971,0.1819,-0.2971,speed_hump
0.9577,0.9878,0.0132,1.0093,0.9577,0.0516,0.0303,0.0127,-0.0303,braking
1.0055,1.0018,0.0052,1.0089,0.9924,0.0165,0.0148,0.0073,0.007,normal
0.9977,0.9975,0.0093,1.0156,0.9833,0.0323,0.0288,0.0137,0.0063,normal
1.0306,1.0781,0.5406,2.5439,0.2269,2.3171,2.3171,0.5314,0.8037,pothole
1.0029,1.0046,0.0061,1.0172,0.994,0.0231,0.0164,0.0074,0.0053,braking
1.0138,0.995,0.01,1.0138,0.9791,0.0348,0.0316,0.0132,0.0316,normal
1.0057,1.008,0.0067,1.0234,0.9974,0.026,0.0177,0.0081,-0.0177,braking
0.9939,1.5787,0.361,2.012,0.9939,1.0181,0.3517,0.2241,-0.3517,speed_hump
0.9838,0.9995,0.0136,1.0266,0.9814,0.0452,0.0452,0.021,-0.0427,normal
0.9922,0.9983,0.0109,1.0123,0.9775,0.0348,0.0264,0.016,-0.0201,normal
0.9978,0.999,0.0104,1.0151,0.9757,0.0394,0.0394,0.0119,-0.0136,braking
