imu_now,imu_1ago,imu_2ago,imu_rate_of_change,motion_score,camera_high,label
1.1817,1.2149,1.4922,-0.0333,1.6937,1,caution
0.9933,1.1817,1.2149,-0.1884,2.4068,1,caution
1.0077,0.9933,1.1817,0.0145,1.1572,0,caution
0.9943,1.0077,0.9933,-0.0134,1.3273,0,normal
1.0115,0.9943,1.0077,0.0172,1.3637,0,normal
1.0029,1.0115,0.9943,-0.0086,0.5366,0,normal
1.0083,1.0029,1.0115,0.0054,0.6359,0,normal
0.9842,1.0083,1.0029,-0.0241,0.8387,0,normal
0.9825,0.9842,1.0083,-0.0017,1.0048,0,normal
1.0129,0.9825,0.9842,0.0304,1.2803,0,normal
1.0113,1.0129,0.9825,-0.0016,0.0022,0,normal
0.9931,1.0113,1.0129,-0.0182,0.2813,0,normal
1.0119,0.9931,1.0113,0.0188,0.1535,0,normal
1.0036,1.0119,0.9931,-0.0083,1.238,0,normal
1.0084,1.0036,1.0119,0.0048,0.7345,0,normal
1.0171,1.0084,1.0036,0.0087,0.7253,0,normal
1.0057,1.0171,1.0084,-0.0114,0.1663,0,normal
0.9907,1.0057,1.0171,-0.015,0.194,0,normal
0.9847,0.9907,1.0057,-0.0061,0.869,0,normal
1.0139,0.9847,0.9907,0.0292,0.8365,0,normal
0.9897,1.0139,0.9847,-0.0242,0.7782,0,normal
1.012,0.9897,1.0139,0.0223,0.2142,0,normal
1.0134,1.012,0.9897,0.0014,1.2611,0,normal
0.9982,1.0134,1.012,-0.0152,1.3269,0,normal
1.0193,0.9982,1.0134,0.0212,0.5412,0,normal
0.986,1.0193,0.9982,-0.0333,0.5718,0,normal
0.9852,0.986,1.0193,-0.0009,0.7621,0,normal
0.9919,0.9852,0.986,0.0067,1.1532,0,normal
1.0031,0.9919,0.9852,0.0112,0.8155,0,normal
0.9848,1.0031,0.9919,-0.0183,0.0661,0,normal
0.998,0.9848,1.0031,0.0133,1.2697,0,normal
1.0158,0.998,0.9848,0.0177,0.9661,0,normal
0.9971,1.0158,0.998,-0.0187,0.1055,0,normal
1.0039,0.9971,1.0158,0.0068,0.5313,0,normal
0.989,1.0039,0.9971,-0.015,0.8396,0,normal
0.9964,0.989,1.0039,0.0075,0.5604,0,normal
1.0089,0.9964,0.989,0.0125,0.7068,0,normal
0.9982,1.0089,0.9964,-0.0107,0.3675,0,normal
0.9934,0.9982,1.0089,-0.0049,0.917,0,normal
0.9961,0.9934,0.9982,0.0028,0.6587,0,normal
0.9889,0.9961,0.9934,-0.0072,0.3604,0,normal
1.0062,0.9889,0.9961,0.0173,1.3265,0,normal
0.9911,1.0062,0.9889,-0.0151,1.0905,0,normal
0.9915,0.9911,1.0062,0.0004,0.3887,0,normal
0.9872,0.9915,0.9911,-0.0043,0.0287,0,normal
1.0137,0.9872,0.9915,0.0265,0.0602,0,normal
0.9861,1.0137,0.9872,-0.0276,0.1816,0,normal
1.0054,0.9861,1.0137,0.0193,0.1323,0,normal
1.0038,1.0054,0.9861,-0.0016,0.7816,0,normal
2.7943,1.0038,1.0054,1.7904,3.4922,1,hazard
2.8054,2.7943,1.0038,0.0112,2.8338,1,hazard
0.2886,2.8054,2.7943,-2.5169,2.2292,1,hazard
1.4155,0.2886,2.8054,1.1269,1.9653,1,hazard
1.0842,1.4155,0.2886,-0.3313,3.7722,1,hazard
1.0084,1.0842,1.4155,-0.0758,3.0883,1,hazard
1.0189,1.0084,1.0842,0.0105,3.5609,1,hazard
0.9893,1.0189,1.0084,-0.0296,1.1403,0,normal
1.0147,0.9893,1.0189,0.0254,1.0748,0,normal
0.9949,1.0147,0.9893,-0.0198,0.79,0,normal
1.0109,0.9949,1.0147,0.016,0.3496,0,normal
1.0077,1.0109,0.9949,-0.0032,1.0648,0,normal
1.0028,1.0077,1.0109,-0.005,0.1575,0,normal
0.9997,1.0028,1.0077,-0.003,1.2562,0,normal
1.2819,0.9997,1.0028,0.2822,2.4756,1,caution
1.2906,1.2819,0.9997,0.0087,1.55,1,caution
1.3137,1.2906,1.2819,0.0231,1.5654,1,caution
1.8073,1.3137,1.2906,0.4936,1.2175,0,caution
1.7824,1.8073,1.3137,-0.0249,2.3911,1,caution
1.5077,1.7824,1.8073,-0.2748,1.402,0,caution
1.5105,1.5077,1.7824,0.0028,1.4072,0,caution
1.1971,1.5105,1.5077,-0.3133,1.5246,1,caution
1.2062,1.1971,1.5105,0.0091,1.2991,0,caution
1.0136,1.2062,1.1971,-0.1926,1.1789,0,caution
0.9997,1.0136,1.2062,-0.0139,1.6751,1,caution
0.9954,0.9997,1.0136,-0.0043,0.9686,0,normal
1.0122,0.9954,0.9997,0.0167,1.1915,0,normal
0.999,1.0122,0.9954,-0.0132,0.1085,0,normal
0.9834,0.999,1.0122,-0.0156,0.618,0,normal
1.0185,0.9834,0.999,0.0351,1.0218,0,normal
0.9831,1.0185,0.9834,-0.0353,1.3451,0,normal
0.9904,0.9831,1.0185,0.0073,0.4552,0,normal
1.0154,0.9904,0.9831,0.025,1.0749,0,normal
0.9924,1.0154,0.9904,-0.023,0.0612,0,normal
1.0117,0.9924,1.0154,0.0192,1.3471,0,normal
1.3134,1.0117,0.9924,0.3017,2.4568,1,caution
1.2894,1.3134,1.0117,-0.0239,2.1965,1,caution
1.2982,1.2894,1.3134,0.0087,2.1898,1,caution
1.8,1.2982,1.2894,0.5019,2.0466,1,caution
1.7986,1.8,1.2982,-0.0014,1.2637,0,caution
1.5086,1.7986,1.8,-0.2901,1.4188,0,caution
1.5192,1.5086,1.7986,0.0106,1.0994,0,caution
1.2073,1.5192,1.5086,-0.3119,2.2481,1,caution
1.2163,1.2073,1.5192,0.009,1.5602,1,caution
0.9994,1.2163,1.2073,-0.2169,2.0064,1,caution
1.0082,0.9994,1.2163,0.0088,1.3757,0,caution
0.9828,1.0082,0.9994,-0.0254,0.5307,0,normal
1.0091,0.9828,1.0082,0.0263,0.8319,0,normal
1.008,1.0091,0.9828,-0.001,0.0993,0,normal
1.0079,1.008,1.0091,-0.0002,0.599,0,normal
0.9956,1.0079,1.008,-0.0122,0.703,0,normal
0.9972,0.9956,1.0079,0.0015,1.0563,0,normal
0.9905,0.9972,0.9956,-0.0066,0.6374,0,normal
1.0134,0.9905,0.9972,0.0229,0.3361,0,normal
0.984,1.0134,0.9905,-0.0295,0.3261,0,normal
0.995,0.984,1.0134,0.0111,0.9898,0,normal
1.0018,0.995,0.984,0.0068,0.1384,0,normal
0.9949,1.0018,0.995,-0.0069,0.5411,0,normal
0.9829,0.9949,1.0018,-0.0119,1.1226,0,normal
1.0155,0.9829,0.9949,0.0325,0.9977,0,normal
0.9871,1.0155,0.9829,-0.0283,1.1392,0,normal
1.0075,0.9871,1.0155,0.0204,0.8924,0,normal
1.0172,1.0075,0.9871,0.0097,0.0038,0,normal
1.019,1.0172,1.0075,0.0017,0.8531,0,normal
0.9932,1.019,1.0172,-0.0258,0.0093,0,normal
1.0018,0.9932,1.019,0.0086,0.8763,0,normal
0.9985,1.0018,0.9932,-0.0033,0.8465,0,normal
0.9911,0.9985,1.0018,-0.0075,1.0961,0,normal
0.9849,0.9911,0.9985,-0.0061,1.1467,0,normal
0.9979,0.9849,0.9911,0.013,0.8844,0,normal
0.98,0.9979,0.9849,-0.0179,0.4509,0,normal
1.0117,0.98,0.9979,0.0317,0.4794,0,normal
1.0153,1.0117,0.98,0.0036,0.2867,0,normal
1.018,1.0153,1.0117,0.0027,1.0978,0,normal
1.0125,1.018,1.0153,-0.0055,0.3598,0,normal
0.9827,1.0125,1.018,-0.0298,0.3508,0,normal
1.0096,0.9827,1.0125,0.0269,1.356,0,normal
1.0012,1.0096,0.9827,-0.0084,0.693,0,normal
0.9858,1.0012,1.0096,-0.0153,0.5245,0,normal
0.9911,0.9858,1.0012,0.0052,0.1397,0,normal
1.0115,0.9911,0.9858,0.0204,1.268,0,normal
1.0064,1.0115,0.9911,-0.0051,1.0426,0,normal
0.9917,1.0064,1.0115,-0.0147,0.4773,0,normal
1.0127,0.9917,1.0064,0.021,1.1849,0,normal
1.0045,1.0127,0.9917,-0.0082,0.8277,0,normal
0.9964,1.0045,1.0127,-0.0081,1.2815,0,normal
1.0073,0.9964,1.0045,0.0109,0.1779,0,normal
0.9841,1.0073,0.9964,-0.0232,0.0598,0,normal
1.0027,0.9841,1.0073,0.0187,1.3386,0,normal
0.9884,1.0027,0.9841,-0.0144,0.1331,0,normal
0.9845,0.9884,1.0027,-0.0039,0.9762,0,normal
1.0079,0.9845,0.9884,0.0234,0.8542,0,normal
1.0176,1.0079,0.9845,0.0098,1.0243,0,normal
0.9974,1.0176,1.0079,-0.0203,1.2056,0,normal
1.008,0.9974,1.0176,0.0106,0.0096,0,normal
0.987,1.008,0.9974,-0.021,0.4432,0,normal
1.0048,0.987,1.008,0.0179,0.3017,0,normal
0.9928,1.0048,0.987,-0.012,0.0826,0,normal
0.994,0.9928,1.0048,0.0012,0.5035,0,normal
1.0192,0.994,0.9928,0.0252,0.7408,0,normal
0.9986,1.0192,0.994,-0.0206,0.2728,0,normal
1.0149,0.9986,1.0192,0.0163,0.0406,0,normal
0.9961,1.0149,0.9986,-0.0189,1.2435,0,normal
0.9827,0.9961,1.0149,-0.0134,0.1451,0,normal
1.0121,0.9827,0.9961,0.0295,0.3663,0,normal
1.0109,1.0121,0.9827,-0.0013,1.1277,0,normal
1.0097,1.0109,1.0121,-0.0012,0.4375,0,normal
0.9817,1.0097,1.0109,-0.028,0.3986,0,normal
1.0113,0.9817,1.0097,0.0296,0.5594,0,normal
0.999,1.0113,0.9817,-0.0123,1.3737,0,normal
1.0136,0.999,1.0113,0.0146,0.8399,0,normal
0.9927,1.0136,0.999,-0.0209,1.3821,0,normal
0.9819,0.9927,1.0136,-0.0108,0.1922,0,normal
0.9916,0.9819,0.9927,0.0097,1.3446,0,normal
1.0053,0.9916,0.9819,0.0137,0.3695,0,normal
0.9995,1.0053,0.9916,-0.0059,0.9106,0,normal
0.9848,0.9995,1.0053,-0.0146,0.7769,0,normal
1.0108,0.9848,0.9995,0.026,0.0509,0,normal
1.0017,1.0108,0.9848,-0.0091,1.0625,0,normal
0.9902,1.0017,1.0108,-0.0115,0.8412,0,normal
1.012,0.9902,1.0017,0.0217,0.9703,0,normal
0.9997,1.012,0.9902,-0.0123,0.5862,0,normal
0.9916,0.9997,1.012,-0.0081,1.0245,0,normal
1.0094,0.9916,0.9997,0.0178,1.0698,0,normal
0.9954,1.0094,0.9916,-0.014,1.1841,0,normal
0.9874,0.9954,1.0094,-0.0081,0.9461,0,normal
1.0179,0.9874,0.9954,0.0306,1.2568,0,normal
0.9895,1.0179,0.9874,-0.0284,1.3813,0,normal
0.9826,0.9895,1.0179,-0.0069,0.0398,0,normal
1.0094,0.9826,0.9895,0.0268,0.4225,0,normal
1.0042,1.0094,0.9826,-0.0052,0.6377,0,normal
0.9858,1.0042,1.0094,-0.0184,0.369,0,normal
1.0059,0.9858,1.0042,0.0201,0.7809,0,normal
1.0092,1.0059,0.9858,0.0033,0.6558,0,normal
1.0116,1.0092,1.0059,0.0024,1.0545,0,normal
1.0153,1.0116,1.0092,0.0037,1.2947,0,normal
1.0092,1.0153,1.0116,-0.0062,0.3563,0,normal
1.0037,1.0092,1.0153,-0.0054,0.1714,0,normal
1.0114,1.0037,1.0092,0.0076,0.3329,0,normal
1.0052,1.0114,1.0037,-0.0061,0.7373,0,normal
1.0037,1.0052,1.0114,-0.0015,0.5607,0,normal
1.016,1.0037,1.0052,0.0123,1.2257,0,normal
1.0149,1.016,1.0037,-0.0011,1.0094,0,normal
1.0016,1.0149,1.016,-0.0133,0.7114,0,normal
0.9856,1.0016,1.0149,-0.0161,0.501,0,normal
0.991,0.9856,1.0016,0.0054,0.4973,0,normal
0.9841,0.991,0.9856,-0.0069,0.9812,0,normal
0.9878,0.9841,0.991,0.0037,0.523,0,normal
0.9996,0.9878,0.9841,0.0118,0.9218,0,normal
0.9995,0.9996,0.9878,-0.0,1.2353,0,normal
1.0171,0.9995,0.9996,0.0176,0.5396,0,normal
1.0066,1.0171,0.9995,-0.0106,0.4903,0,normal
0.9967,1.0066,1.0171,-0.0099,0.4639,0,normal
1.0198,0.9967,1.0066,0.0231,0.9873,0,normal
0.9904,1.0198,0.9967,-0.0294,0.8613,0,normal
1.0151,0.9904,1.0198,0.0247,1.2387,0,normal
1.0074,1.0151,0.9904,-0.0078,0.1286,0,normal
0.9957,1.0074,1.0151,-0.0117,0.4373,0,normal
1.0132,0.9957,1.0074,0.0175,0.0698,0,normal
1.0169,1.0132,0.9957,0.0038,0.2915,0,normal
0.9975,1.0169,1.0132,-0.0194,1.358,0,normal
1.0179,0.9975,1.0169,0.0203,0.1624,0,normal
0.9831,1.0179,0.9975,-0.0347,1.0773,0,normal
0.9886,0.9831,1.0179,0.0054,1.3983,0,normal
0.9987,0.9886,0.9831,0.0101,1.2715,0,normal
0.9931,0.9987,0.9886,-0.0055,0.4427,0,normal
1.005,0.9931,0.9987,0.0119,0.2298,0,normal
1.0087,1.005,0.9931,0.0037,1.3356,0,normal
1.0004,1.0087,1.005,-0.0083,0.8999,0,normal
0.9972,1.0004,1.0087,-0.0032,1.2771,0,normal
1.0139,0.9972,1.0004,0.0167,1.013,0,normal
1.0177,1.0139,0.9972,0.0038,0.4786,0,normal
0.9871,1.0177,1.0139,-0.0306,0.1101,0,normal
1.0068,0.9871,1.0177,0.0196,0.7522,0,normal
0.9922,1.0068,0.9871,-0.0146,0.5545,0,normal
1.0018,0.9922,1.0068,0.0096,0.6795,0,normal
0.9827,1.0018,0.9922,-0.0191,0.6221,0,normal
1.0161,0.9827,1.0018,0.0334,0.3623,0,normal
0.9821,1.0161,0.9827,-0.0339,0.5674,0,normal
0.9812,0.9821,1.0161,-0.0009,0.68,0,normal
1.0165,0.9812,0.9821,0.0353,0.2187,0,normal
1.0142,1.0165,0.9812,-0.0023,0.1537,0,normal
0.9961,1.0142,1.0165,-0.0182,0.3941,0,normal
1.0171,0.9961,1.0142,0.021,1.0107,0,normal
0.9871,1.0171,0.9961,-0.03,0.6781,0,normal
0.9879,0.9871,1.0171,0.0008,0.2176,0,normal
1.005,0.9879,0.9871,0.0171,0.1925,0,normal
1.0037,1.005,0.9879,-0.0013,1.219,0,normal
1.0178,1.0037,1.005,0.0141,1.3324,0,normal
0.992,1.0178,1.0037,-0.0258,0.2843,0,normal
1.0104,0.992,1.0178,0.0184,0.0845,0,normal
1.2827,1.0104,0.992,0.2723,1.3286,0,caution
1.3095,1.2827,1.0104,0.0268,2.2153,1,caution
1.3157,1.3095,1.2827,0.0062,1.7059,1,caution
1.792,1.3157,1.3095,0.4763,1.3815,0,caution
1.8113,1.792,1.3157,0.0193,1.01,0,caution
1.4859,1.8113,1.792,-0.3254,2.3144,1,caution
1.4972,1.4859,1.8113,0.0113,1.5058,1,caution
1.2008,1.4972,1.4859,-0.2964,1.2766,0,caution
1.2042,1.2008,1.4972,0.0034,1.0604,0,caution
1.0069,1.2042,1.2008,-0.1973,1.1095,0,caution
0.9825,1.0069,1.2042,-0.0244,1.6785,1,caution
0.9908,0.9825,1.0069,0.0083,0.4912,0,normal
0.9959,0.9908,0.9825,0.0052,0.6149,0,normal
0.9971,0.9959,0.9908,0.0012,1.0292,0,normal
1.0083,0.9971,0.9959,0.0112,0.0675,0,normal
0.9974,1.0083,0.9971,-0.0109,0.7646,0,normal
0.9953,0.9974,1.0083,-0.0021,1.0973,0,normal
1.0068,0.9953,0.9974,0.0115,0.2292,0,normal
1.0141,1.0068,0.9953,0.0073,0.4047,0,normal
1.0056,1.0141,1.0068,-0.0085,0.2681,0,normal
0.9999,1.0056,1.0141,-0.0057,0.4602,0,normal
0.9895,0.9999,1.0056,-0.0104,0.6607,0,normal
0.9845,0.9895,0.9999,-0.005,1.1262,0,normal
1.0019,0.9845,0.9895,0.0174,1.0767,0,normal
1.0137,1.0019,0.9845,0.0118,0.4961,0,normal
1.0164,1.0137,1.0019,0.0028,1.3818,0,normal
1.0108,1.0164,1.0137,-0.0057,0.668,0,normal
0.9877,1.0108,1.0164,-0.0231,0.0042,0,normal
0.996,0.9877,1.0108,0.0083,0.345,0,normal
1.0107,0.996,0.9877,0.0147,1.0894,0,normal
1.0052,1.0107,0.996,-0.0055,0.5309,0,normal
0.9841,1.0052,1.0107,-0.0212,1.3031,0,normal
0.9801,0.9841,1.0052,-0.0039,1.2911,0,normal
1.0108,0.9801,0.9841,0.0307,0.6077,0,normal
0.9826,1.0108,0.9801,-0.0282,0.9975,0,normal
1.0171,0.9826,1.0108,0.0345,0.574,0,normal
1.0072,1.0171,0.9826,-0.01,1.2338,0,normal
1.0168,1.0072,1.0171,0.0096,1.262,0,normal
1.0189,1.0168,1.0072,0.0021,0.738,0,normal
1.0072,1.0189,1.0168,-0.0117,0.6638,0,normal
1.0127,1.0072,1.0189,0.0055,0.1368,0,normal
1.0159,1.0127,1.0072,0.0033,0.4843,0,normal
1.0052,1.0159,1.0127,-0.0108,1.1094,0,normal
1.0059,1.0052,1.0159,0.0008,1.2636,0,normal
1.0033,1.0059,1.0052,-0.0027,0.806,0,normal
0.9812,1.0033,1.0059,-0.0221,1.0406,0,normal
1.0123,0.9812,1.0033,0.0311,1.1293,0,normal
0.9955,1.0123,0.9812,-0.0168,0.5441,0,normal
0.9889,0.9955,1.0123,-0.0066,0.9658,0,normal
0.9934,0.9889,0.9955,0.0044,0.9501,0,normal
0.9935,0.9934,0.9889,0.0001,1.0747,0,normal
1.0069,0.9935,0.9934,0.0134,1.0978,0,normal
0.9995,1.0069,0.9935,-0.0074,0.5001,0,normal
0.9839,0.9995,1.0069,-0.0156,0.5357,0,normal
1.0012,0.9839,0.9995,0.0173,0.714,0,normal
1.0131,1.0012,0.9839,0.0118,0.5636,0,normal
1.0139,1.0131,1.0012,0.0008,0.2099,0,normal
0.9809,1.0139,1.0131,-0.033,0.0823,0,normal
0.9801,0.9809,1.0139,-0.0008,0.8778,0,normal
1.0039,0.9801,0.9809,0.0238,1.3971,0,normal
1.0199,1.0039,0.9801,0.016,0.9899,0,normal
1.0042,1.0199,1.0039,-0.0157,0.2061,0,normal
0.9962,1.0042,1.0199,-0.008,0.4902,0,normal
0.9948,0.9962,1.0042,-0.0014,1.2029,0,normal
0.9926,0.9948,0.9962,-0.0022,1.1726,0,normal
0.992,0.9926,0.9948,-0.0006,0.4415,0,normal
1.0109,0.992,0.9926,0.0189,1.1864,0,normal
0.981,1.0109,0.992,-0.0299,0.7868,0,normal
0.9955,0.981,1.0109,0.0145,1.06,0,normal
1.012,0.9955,0.981,0.0164,1.2819,0,normal
0.9821,1.012,0.9955,-0.0298,0.7009,0,normal
0.9882,0.9821,1.012,0.006,0.7658,0,normal
0.9891,0.9882,0.9821,0.001,1.2702,0,normal
1.0082,0.9891,0.9882,0.0191,0.6334,0,normal
0.9859,1.0082,0.9891,-0.0223,0.2481,0,normal
0.9839,0.9859,1.0082,-0.0021,0.7399,0,normal
0.993,0.9839,0.9859,0.0091,0.0371,0,normal
0.9944,0.993,0.9839,0.0015,0.7469,0,normal
1.0029,0.9944,0.993,0.0085,0.5939,0,normal
1.0046,1.0029,0.9944,0.0017,1.1421,0,normal
1.0185,1.0046,1.0029,0.0139,1.047,0,normal
1.0099,1.0185,1.0046,-0.0086,0.726,0,normal
1.003,1.0099,1.0185,-0.0068,0.7879,0,normal
1.0137,1.003,1.0099,0.0107,1.1958,0,normal
0.9869,1.0137,1.003,-0.0268,0.9125,0,normal
1.0116,0.9869,1.0137,0.0247,0.4995,0,normal
1.0127,1.0116,0.9869,0.001,0.0845,0,normal
1.0016,1.0127,1.0116,-0.0111,1.1532,0,normal
1.0188,1.0016,1.0127,0.0173,0.3713,0,normal
0.9936,1.0188,1.0016,-0.0252,0.3751,0,normal
1.0104,0.9936,1.0188,0.0168,0.2786,0,normal
1.0149,1.0104,0.9936,0.0045,0.3552,0,normal
0.9863,1.0149,1.0104,-0.0286,0.8612,0,normal
0.997,0.9863,1.0149,0.0106,0.4358,0,normal
0.9921,0.997,0.9863,-0.0048,0.8095,0,normal
1.0128,0.9921,0.997,0.0206,1.2792,0,normal
0.9895,1.0128,0.9921,-0.0233,0.76,0,normal
0.9821,0.9895,1.0128,-0.0073,0.0349,0,normal
0.9971,0.9821,0.9895,0.015,0.1162,0,normal
1.0028,0.9971,0.9821,0.0057,0.9552,0,normal
0.9965,1.0028,0.9971,-0.0063,0.34,0,normal
1.0011,0.9965,1.0028,0.0046,1.1906,0,normal
0.9983,1.0011,0.9965,-0.0028,0.0101,0,normal
0.9881,0.9983,1.0011,-0.0102,0.9917,0,normal
1.0137,0.9881,0.9983,0.0257,0.1581,0,normal
0.9809,1.0137,0.9881,-0.0328,0.7885,0,normal
1.0132,0.9809,1.0137,0.0323,0.4147,0,normal
1.008,1.0132,0.9809,-0.0052,1.256,0,normal
0.9892,1.008,1.0132,-0.0188,0.7117,0,normal
1.0066,0.9892,1.008,0.0174,1.1589,0,normal
0.9902,1.0066,0.9892,-0.0164,0.2535,0,normal
1.0124,0.9902,1.0066,0.0222,0.9896,0,normal
0.9948,1.0124,0.9902,-0.0176,0.9749,0,normal
0.9906,0.9948,1.0124,-0.0042,0.8404,0,normal
0.9827,0.9906,0.9948,-0.0078,0.4672,0,normal
1.0057,0.9827,0.9906,0.023,0.5411,0,normal
0.9908,1.0057,0.9827,-0.0149,0.7172,0,normal
1.0027,0.9908,1.0057,0.0119,0.5802,0,normal
1.013,1.0027,0.9908,0.0103,1.1725,0,normal
0.9993,1.013,1.0027,-0.0137,0.4358,0,normal
1.0122,0.9993,1.013,0.0129,0.805,0,normal
1.0194,1.0122,0.9993,0.0072,1.0834,0,normal
1.0057,1.0194,1.0122,-0.0138,1.0752,0,normal
1.0102,1.0057,1.0194,0.0045,0.6522,0,normal
1.0089,1.0102,1.0057,-0.0013,1.2753,0,normal
1.0121,1.0089,1.0102,0.0033,0.9291,0,normal
0.9972,1.0121,1.0089,-0.0149,1.0706,0,normal
0.9893,0.9972,1.0121,-0.0079,0.4215,0,normal
1.0054,0.9893,0.9972,0.0161,0.0487,0,normal
1.0131,1.0054,0.9893,0.0077,1.2937,0,normal
0.9806,1.0131,1.0054,-0.0325,0.1436,0,normal
0.984,0.9806,1.0131,0.0034,1.3585,0,normal
0.9901,0.984,0.9806,0.0062,0.071,0,normal
0.9833,0.9901,0.984,-0.0068,0.8799,0,normal
0.9901,0.9833,0.9901,0.0068,0.4988,0,normal
1.0009,0.9901,0.9833,0.0107,0.2326,0,normal
1.0059,1.0009,0.9901,0.0051,1.0933,0,normal
1.0036,1.0059,1.0009,-0.0023,0.6535,0,normal
1.0134,1.0036,1.0059,0.0098,0.3302,0,normal
0.9873,1.0134,1.0036,-0.0261,1.1756,0,normal
0.9901,0.9873,1.0134,0.0027,1.3779,0,normal
1.0196,0.9901,0.9873,0.0295,1.0288,0,normal
0.9934,1.0196,0.9901,-0.0262,0.7443,0,normal
1.0033,0.9934,1.0196,0.01,1.2079,0,normal
1.0172,1.0033,0.9934,0.0139,0.6565,0,normal
1.0155,1.0172,1.0033,-0.0017,0.4577,0,normal
0.9917,1.0155,1.0172,-0.0238,0.6324,0,normal
1.0177,0.9917,1.0155,0.0261,0.5885,0,normal
0.9804,1.0177,0.9917,-0.0373,1.1758,0,normal
0.9847,0.9804,1.0177,0.0043,0.1072,0,normal
1.0043,0.9847,0.9804,0.0196,0.9772,0,normal
1.0135,1.0043,0.9847,0.0091,0.7548,0,normal
1.0176,1.0135,1.0043,0.0041,0.1968,0,normal
1.0154,1.0176,1.0135,-0.0022,0.1365,0,normal
0.9978,1.0154,1.0176,-0.0176,0.4655,0,normal
0.9946,0.9978,1.0154,-0.0031,1.3629,0,normal
0.9989,0.9946,0.9978,0.0043,0.8009,0,normal
0.9902,0.9989,0.9946,-0.0088,0.9043,0,normal
0.9804,0.9902,0.9989,-0.0098,0.7763,0,normal
1.0068,0.9804,0.9902,0.0264,0.2945,0,normal
0.9927,1.0068,0.9804,-0.014,1.1437,0,normal
0.9893,0.9927,1.0068,-0.0034,0.3708,0,normal
1.0098,0.9893,0.9927,0.0204,0.2057,0,normal
1.004,1.0098,0.9893,-0.0058,0.8799,0,normal
1.0126,1.004,1.0098,0.0086,0.574,0,normal
1.0106,1.0126,1.004,-0.002,1.3854,0,normal
1.0062,1.0106,1.0126,-0.0044,0.0501,0,normal
1.0062,1.0062,1.0106,-0.0,0.1795,0,normal
1.0072,1.0062,1.0062,0.001,0.4067,0,normal
0.9883,1.0072,1.0062,-0.0189,0.1052,0,normal
1.0168,0.9883,1.0072,0.0285,0.392,0,normal
0.9899,1.0168,0.9883,-0.0269,0.7996,0,normal
1.0183,0.9899,1.0168,0.0283,1.0859,0,normal
0.9934,1.0183,0.9899,-0.0249,0.1556,0,normal
1.0132,0.9934,1.0183,0.0198,0.4142,0,normal
0.9814,1.0132,0.9934,-0.0318,0.7985,0,normal
0.9936,0.9814,1.0132,0.0122,0.594,0,normal
1.003,0.9936,0.9814,0.0094,0.1605,0,normal
0.9979,1.003,0.9936,-0.0051,0.9577,0,normal
1.0147,0.9979,1.003,0.0168,0.6607,0,normal
0.9861,1.0147,0.9979,-0.0286,0.3735,0,normal
0.9822,0.9861,1.0147,-0.0039,0.2911,0,normal
1.013,0.9822,0.9861,0.0309,0.6725,0,normal
0.987,1.013,0.9822,-0.0261,0.0438,0,normal
1.0184,0.987,1.013,0.0315,0.2584,0,normal
1.0109,1.0184,0.987,-0.0075,0.0239,0,normal
0.9944,1.0109,1.0184,-0.0166,0.4534,0,normal
0.9957,0.9944,1.0109,0.0014,0.2136,0,normal
0.9906,0.9957,0.9944,-0.0051,1.3897,0,normal
1.0191,0.9906,0.9957,0.0285,0.7872,0,normal
0.9971,1.0191,0.9906,-0.022,0.4937,0,normal
1.0007,0.9971,1.0191,0.0035,0.091,0,normal
0.9959,1.0007,0.9971,-0.0048,0.3726,0,normal
1.0037,0.9959,1.0007,0.0079,0.2855,0,normal
1.0119,1.0037,0.9959,0.0081,0.071,0,normal
1.0152,1.0119,1.0037,0.0033,0.7153,0,normal
1.0054,1.0152,1.0119,-0.0098,0.8598,0,normal
0.9815,1.0054,1.0152,-0.0239,0.6998,0,normal
0.9805,0.9815,1.0054,-0.001,0.8203,0,normal
0.9917,0.9805,0.9815,0.0112,0.361,0,normal
0.9971,0.9917,0.9805,0.0053,1.0943,0,normal
0.9886,0.9971,0.9917,-0.0085,0.9397,0,normal
0.9834,0.9886,0.9971,-0.0052,0.5926,0,normal
0.9832,0.9834,0.9886,-0.0002,0.9013,0,normal
1.0081,0.9832,0.9834,0.025,1.283,0,normal
0.9981,1.0081,0.9832,-0.01,0.989,0,normal
1.0021,0.9981,1.0081,0.004,0.521,0,normal
0.9947,1.0021,0.9981,-0.0074,0.1793,0,normal
1.0057,0.9947,1.0021,0.011,0.9667,0,normal
1.0169,1.0057,0.9947,0.0113,0.907,0,normal
0.9886,1.0169,1.0057,-0.0283,0.959,0,normal
0.9825,0.9886,1.0169,-0.0061,0.8658,0,normal
1.0046,0.9825,0.9886,0.0222,1.0632,0,normal
1.0087,1.0046,0.9825,0.004,0.8852,0,normal
1.0063,1.0087,1.0046,-0.0024,1.1578,0,normal
0.9833,1.0063,1.0087,-0.023,1.2234,0,normal
0.9886,0.9833,1.0063,0.0053,1.1323,0,normal
0.9995,0.9886,0.9833,0.0109,1.3595,0,normal
0.9937,0.9995,0.9886,-0.0058,0.5629,0,normal
1.0196,0.9937,0.9995,0.0258,1.2531,0,normal
0.9918,1.0196,0.9937,-0.0277,1.1076,0,normal
0.985,0.9918,1.0196,-0.0068,0.1527,0,normal
1.0166,0.985,0.9918,0.0316,0.8669,0,normal
0.989,1.0166,0.985,-0.0276,1.3368,0,normal
